text,llm_responses,scope3,vague,file_name,model_name
"This includes offering drinks with reduced added sugar and more brands with nutrition and wellness benefits providing small package options and clear nutrition information on packaging and in our communications and marketing our drinks responsibly.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"United States and Canada has focused on innovation and providing consumers with high quality nutrition through a growing portfolio of value added dairy products, including ultra filtered, lactose free milks protein shakes and sports recovery drinks.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"SECTION SCOPE: In this section our Portfolio work refers to actions by the company as well as our owned and independent bottling partners and our independent suppliers and partners.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We support more than 50 calorie and sugar reduction pledges globally, in collaboration with industry peers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In 2022, we joined an updated industry wide pledge in Australia to reduce the sugar content in our portfolio by 25% by 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In Kazakhstan, we are among nine members of the national beverage association to sign an industry pledge to reduce average added sugar in our drinks by 10% by the end of 2026.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Drink Industry Associations of T rkiye to reduce sugar in nonalcoholic beverages and certain food categories by 10% by 2025.
","{'scope3': 'no', 'vague': 'specific (relates to ESG, as it mentions reduction, but not directly related to corporate emissions or sustainability practices)'}",no,"specific (relates to ESG, as it mentions reduction, but not directly related to corporate emissions or sustainability practices)",NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In Europe, we are leading the soft drinks industry in voluntarily committing to sugar reduction.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"The European soft drinks sector is the only sector to have made an additional sugar reduction commitment under the EU Code of Conduct.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We support the recommendations of leading health authorities that individuals should consume less than 10% of their total calories from added sugar.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"That’s why, from 2017 2022, we removed more than 900,000 tons of added sugar from our global portfolio through more than 1,000 beverage reformulations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"By 2025, we aim for 50% of the drinks we sell in Europe to be low and no calorie drinks (we’re currently at 45%) in support of the EU Commission’s Farm to Fork strategy to accelerate the transition to sustainable food systems.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We’re offering more low and no calorie options in more places.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We continue to use our marketing to drive growth of our low and no calorie portfolio.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Basketball Final Four tournaments in the campaign encouraging self expression and digit volume growth in five of the last six years.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"United States with March Madness themed self care.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Sprite Zero Sugar teamed up with Marvel Studios’ Black Panther: Wakanda Forever for the Infinite Potential.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Best Coke Ever ads showcasing the brand’s reformulated taste.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Simply and actor comedian Eugene Cordero invited consumers to Say Yes to Simple in a smartwater and global ambassador Zendaya, an acclaimed actor and performer, celebrated new campaign showcasing the brand’s fast growing lineup of juices, ades, plant based milk those who define smart on their own alternatives, smoothies and more.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Together, smartwater and Zendaya are also helping address the water crisis in communities across the world by partnering with the Global Water Challenge’s women for water platform, which focuses on mobilizing clean water access for every woman and her community.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Gold Peak ready to drink tea collaborated with Grammy and Oscar winning artist Questlove on the Tea is for Trying campaign.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"One of the ways we achieve great taste without sugar is by using low and no calorie sweeteners.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"When used approaches to promoting zero calorie choices as part of a healthy diet and lifestyle, we believe to younger consumers in 2022 through flavor the science shows that sugar alternatives can innovations, packaging designs and digital help meet public health recommendations to experiences.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"The global Coca Cola Creations reduce added sugar.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Additionally, food additives platform introduced a series of limited edition such as non sugar sweeteners help make food offerings inspired by consumer passion points systems more sustainable by both reducing sugar of music, gaming and sports starting with the and lowering our carbon emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"States, a limited edition lineup of mysteriously flavored Fanta beverages was anchored by a zero sugar option.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Our recent efforts have focused on collaborating with an ecosystem of suppliers and research organizations to develop, continuously improve and commercially scale stevia and other naturally derived sugar alternatives.
","{'scope3': 'maybe', 'vagine': 'generic'}",maybe,,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Since 2008, we have invested more than 100 million in sweetener innovation and sugar reduction research.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We’re bringing teas, juices, waters, and dairy and plant based beverages to more people in more places.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Some of these beverages are enhanced by fortifying them with vitamins and minerals.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Minute Maid sparkling juice gives consumers in China a zero sugar option made with real fruit juice and refreshing bubbles, along with B3 vitamins and zinc to supplement nutritional needs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Chun Yue launched as first ever functional soda water in China, with added vitamins and minerals.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Two zero sugar, zero calorie options offer a slightly sweet, fruity taste.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Minute Maid Honey Infused ready to drink fruit drinks in India contain added dietary fiber to support healthy digestion.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"The new preservative free line is available in three delicious flavors: apple, mixed fruit and guava.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Fuze Tea launched in Pakistan in two flavors lemon and peach.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"The innovative brand is a fusion of reinvigorating tea extract from 100% sustainably sourced tea leaves and fruit flavors.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"It is available in North America in three flavors: chocolate, strawberry and vanilla.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"People can enjoy our drinks in sizes that help control portions and added sugar intake.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We continue to expand availability of these packages and introduce newer offerings, including 150 ml mini cans and 250 ml slim cans, so people can enjoy the same great tastes in sizes that are right for them.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In addition to giving consumers an expanded array of personalized, on demand beverage choices including low and no calorie options the innovation helps reduce our carbon and packaging footprints.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Today, about 44% of our sparkling soft drink brands come in packages of 8.5 ounces or less.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In North America, 10 pack mini cans grew 39% in 2022.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We respect the role of parents and caregivers as the primary decision makers for what their children drink, and we do not market any of our products directly to children under 13, regardless of nutritional profile.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"This means we will not place our marketing or advertising in any media, platform or event where more than 30% of the audience is under 13.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Our policy goes beyond media and includes packaging, in store and point of sale.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Code and its Framework for Responsible Food and Beverage Marketing Communication.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Global Responsible Marketing Policy, from employees and bottling partners to agency and media partners.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We are a founding member of the International Food Beverage Alliance (IFBA), a group of leading companies that self regulate globally on responsible marketing to children.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Additionally, we collaborate with industry peers at regional and local levels to scale collective action in responsible marketing pledge programs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Jack Daniel’s Coca Cola joins our growing portfolio of ARTD offerings including Lemon Dou, Topo Chico Hard Seltzer and Schweppes Pre Mixed Cocktails.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In 2022, we joined the International Alliance for Responsible Drinking (IARD), a consortium of leading beer, wine and spirits producers committed to reducing harmful drinking and promoting moderation through robust responsibility standards.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Support local responsible consumption harm in those countries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Enable our employees and partners to be ambassadors for responsible consumption.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Our responsible alcohol marketing policy determines how we innovate and bring to market ARTD brands.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"At the heart of our approach is ensuring that our alcohol brands are only directed at adults over the legal purchasing age who choose to drink, and encouraging only drinking in moderation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We are committed to providing transparent nutrition information about all of our products, in line with local regulations, so consumers can make informed decisions.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We were the first beverage company to place calorie information on the front of nearly all our packaging worldwide.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Today, we provide nutrition information on product labels, with the exception of certain returnable bottles, fountain beverages and waters (unsweetened, unflavored).
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"For these beverage and packaging types, we offer nutrition information through websites and consumer hotlines.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We recognize our responsibility to help solve complex plastic waste challenges facing our planet and society.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"That’s why, in 2018, we launched an ambitious strategy called World Without Waste to drive systemic change through a circular economy for our packaging.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Making 100% of our packaging recyclable globally by 2025 and using at least 50% recycled material in our packaging by 2030 (DESIGN).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Collecting and recycling a bottle or can for each one we sell by 2030 (COLLECT).
","{'scope3': 'no', 'vague': 'specific (relates to waste management which is under ESG, but does not directly mention emissions)'}",no,"specific (relates to waste management which is under ESG, but does not directly mention emissions)",NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Bringing people together to support a healthy, debris free environment (PARTNER).
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"SECTION SCOPE: In this section, our packaging strategy refers to actions by the company as well as our owned and independent bottling partners and our independent suppliers and partners.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We are making progress against each of our objectives, which are embedded in how we operate as a business, and we are taking a transparent approach to reporting our actions, results and learnings.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Local teams are executing in ways appropriate for their markets, and we are using a networked approach to deliver impact at scale.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Our work has also shown us where the major challenges are, and some of our markets will have challenges meeting goals as quickly as others.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"When we lightweight our packaging, incorporate more recycled and bio based material, invest in local recycling programs and increase our use of reusable packaging, we can reduce both waste and our greenhouse gas (GHG) emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In 2022, we avoided around half a million metric tons of virgin derived from non renewable plastic usage through our efforts on lightweighting and use of sources by a cumulative 3 million metric tons from 2020 20253 recycled content, with an incremental avoidance of over 50,000 metric tons since last year.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Zero Sugar are now offered in RGBs nationwide, eliminating more than 15 million single use glass bottles in 2022.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In the United States, a 500 ml returnable glass bottle pilot program in approximately.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Texas, generated a 75% return rate, and we are exploring expansion capabilities in 2023.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We also are working with Reuse Seattle to reduce single use plastic waste by encouraging customers to transition to reusable cups for our dispensed products, as part of a broader multi stakeholder effort on foodservice packaging across the metro region.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In South Africa, we extended the rollout of refillable 2 liter and 1.5 liter PET plastic bottles. by volume sold in refillable returnable glass or plastic bottles or in fountain dispensers with reusable packaging.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In Sri Lanka, we responded to the ongoing economic crisis by introducing the Large.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Returnable Glass Bottle (LRGB), nicknamed the Big Buddy Pack, to provide an affordable and returnable, mealtime focused option for families.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Coca Cola, Fanta and Sprite are offered in the 750 ml bottles, which feature paper labels and aluminum caps.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In Sweden, we are collaborating with Reitan enabling a circular economy for our packaging plastic bottles or in fountain dispensers with.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Convenience on a reusable packaging pilot in materials.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Creating a circular economy requires reusable packaging by 2030. designing out waste by using, collecting and reusing recycled materials, which have inherent value.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"It also means embracing refillable and fountain dispensed packaging solutions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In Latin America, the Let’s Be Different or purchase a reusable stainless steel tumbler.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Reusable packaging can reduce single use packaging waste.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Expanding refillable packaging options helps ensure high levels of collection of beverage containers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"PET bottle for a refillable bottle of Coca Cola Zero Sugar.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In Brazil, returnable, refillable PET bottles of Coca Cola, Fanta and Sprite can be returned, cleaned and refilled up to 25 times.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"The package gives shoppers an affordable option and drives repurchase rates.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In Hong Kong, China, we have installed almost 100 Bonaqua Water Stations along hiking trails and in shopping malls and transportation hubs.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Consumers pay a small fee to fill their own bottles with hot or cold Bonaqua water.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"PET bottles, to aluminum cans, to refillable packaging.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Just as we offer drink choices for a range of occasions, our packaging portfolio gives consumers multiple ways to enjoy our brands conveniently and safely.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Since glass, aluminum and PET plastic are all recyclable materials, they all can play a role in a circular economy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Refillable packages, both glass and plastic, can have the lowest carbon footprints of our packaging options.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"PET packages with recycled content can have a lower carbon footprint than aluminum and glass, which require more energy to produce, recycle and transport.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In Scotland, Costa Limited ( Costa ) carried out a 14 store pilot of an on the go reusable cup scheme, which invited consumers to rent a cup by scanning a QR code before enjoying their drink and then returning the cup for it to be washed and reused.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"The effort supports Costa’s global goal for 25% of its drinks to be served in reusable or refillable packaging by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We tailor our refillable packaging approach by market, based on local conditions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In 2023, we launched an end to end refillables operations guide to help local teams implement more effective strategies and plans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We are pursuing this goal, which represents about 20% of our virgin plastic use, through more than 150 lightweighting projects and advancements on use of recycled and renewable materials.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"However, growth of plastic packaging has outpaced efforts on lightweighting and use of recycled content, so that we have not reduced our use of virgin plastic overall.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Around the world, many of our biggest brands are taking major steps to support a circular economy for plastic packaging.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"More than 40 markets currently offer at least one brand in 100% rPET packaging.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In the United States and Canada, we recently began offering the majority of DASANI bottles from 20 oz. and 1.5 liter singles to 10 oz. and.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Demand for recycled PET plastic for food grade supports the DASANI brand's pledge to remove applications currently exceeds supply, so we need the equivalent of 2 billion virgin plastic bottles to help build a sustainable pipeline of high quality from production by 2027 compared to 2021 material.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"The announcement followed the launch recycling and collection collaborate with recycling of 100% rPET bottles in New York, California partners and secure rPET to help ensure material and Texas, which also included Coca Cola 20 for our bottles is used again and again.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In recent years, system partners and suppliers have announced significant investments, both oz.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Eight markets in Europe (Austria, Belgium, the global rPET infrastructure.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Many investments are coming online in the next two years and will change the rPET landscape, particularly in Asia.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Iceland, Luxembourg, Netherlands, Norway, Sweden, Switzerland) offer their entire locally produced portfolios in 100% rPET.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In Qatar, Coca Cola, Sprite, Fanta and Arwa water advocate for government regulations permitting were sold in 100% rPET bottles in FIFA World the use of rPET in food and beverage packaging.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Dedicated recycling bins and on site communication ensured proper collection of all bottles to be recycled and converted locally back into new ones, closing the loop and leaving behind a green legacy.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In Vietnam, we launched 100% rPET Coca Cola bottles, which is projected to avoid 2,000 metric tons of virgin plastic usage annually.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Four brands are now offered in 100% recycled PET and supported by an educational marketing campaign.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We continued to transition Sprite plastic bottles from green to clear PET to help increase the efficiency of recycling systems.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"As The Coca Cola Company’s second largest brand, Sprite is proud to demonstrate its commitment to circularity through our packaging by ensuring every bottle we make can be recycled and made into a new one.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"We can only achieve our World Without Waste goals by creating closed loop packaging streams, and that starts with clear PET.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"The KeelClip 1 packaging solution made from recyclable cardboard replaces plastic rings for recycling, are being piloted for our entire portfolio multi packs.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Following a successful rollout across on the bottle helps improve recyclability and scheduled to deliver material in 2023.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Europe, the first of its kind solution is being reduce carbon emissions. plastic packaging has a lower carbon footprint a new lightweighted bottle neck finish in piloted in select U.S. markets. than petroleum based plastic packaging.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"Europe will save an estimated 9,100 tons of plastic per year by 2024.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
"In emerging markets, we advocate for government and civil society to create or lags that of some other materials.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_baseline.csv,Mistral-7B-Instruct-v0.2
