text,gpt_responses,scope3,vague,file_name,responses,scope3_new
"U.S. Canada: NIKE applies residual mix emission factors from Green e Energy U.S.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"EU: NIKE applies country emission factors from Association of Issuing Bodies (AIB).
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"If none of the above options are available, NIKE uses location based factors as described in the table on the following page.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 mentioned in the sentence is ""Purchased goods and services"".",yes
"Carbon dioxide equivalent emissions utilize GWPs sourced from the Intergovernmental Panel on Climate Change (IPCC) Fifth Assessment Report (Assessment Report 5 100 year).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 mentioned in the sentence is ""Carbon dioxide equivalent emissions.""",yes
"Prior to conversion to CO2e, metric tons of GHG emissions by gas are 79,962, 8, 0.62, and 2.29 of CO2, CH4, N2O, and R 410A, respectively.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The other GHGs of sulfur hexafluoride (SF6), perfluorocarbons (PFCs) and nitrogen trifluoride (NF3) are not emitted by NIKE facilities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In quantifying market based electricity GHG emissions, GHG Protocol Scope 2 Guidance: An amendment to the GHG Protocol Corporate Standard defines a hierarchy of factors for quantifying market based emissions, in order from highest to lowest precision.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The table to the right describes the hierarchy and the relevance to NIKE for the current year reporting79.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Emission Factors Emissions are reported in metric tons of carbon dioxide equivalent and include carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), and refrigerant R 410A.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"CO2e, however, within a limited subset of consumption data, emission factors for other gases (CH4, N2O) are not provided.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 mentioned in the sentence is ""emission factors for other gases (CH4, N2O) are not provided.""",yes
"These exceptions include AIB EU Residual Mix Emissions factors, and Green e US Residual Mix.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"In these cases, CH4 and N2O emissions are sourced from the next available source in the market based emission factors hierarchy.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Commercial Travel emissions are in CO2 due to data availability.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_NKE_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Business travel.""",yes
"In the absence of a contractual instrument (or electricity consumption that exceeds onsite renewables and contractual instruments), NIKE historically applied energy supplier specific emission factors when available and met a third party quality criteria review.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Supplier specific emission factors are not used in FY22 reported data as Power Purchase Agreements initiated in FY20 and FY21 are used instead.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Green e Energy US Residual Mix Emissions Rates For facilities in the U.S. and Canada that do not have contractual instruments, NIKE uses residual mix factors.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Electricity (U.S.) eGRID (location based) In the absence of contractual instruments and residual mix factors, NIKE applies a regional national grid mix factor.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"This only applies to landlord managed facilities in the U.S.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"AIB European Residual Mixes For facilities in the EU that do not have contractual instruments available, NIKE uses residual mix factors.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Fuel and energy-related activities (not included in scope 1 or 2)"".",yes
"IEA World Electricity CO2 Emissions Factors (location based) In the absence of contractual instruments, residual mix factors, and a regional national grid mix factor, NIKE applies a protocol that covers all countries globally.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"This global protocol serves as a catch all for any facilities that haven’t obtained an emission factor from a more granular source in the market based hierarchy.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing any specific scope 3 category.",no
"This table outlines the emission factor sources used in FY22 emissions calculations.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Outbound logistics emission factors are sourced in compliance with the European Standards Methodology for calculations and declaration of energy consumption and GHG emissions of transport services (freight and passengers) DIN EN 16258 standard (March 2013).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_NKE_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Downstream transportation and distribution.""",yes
"Inbound logistics emission factors are sourced in compliance with the European Standards Methodology for calculations and declaration of energy consumption and GHG emissions of transport services (freight and passengers) DIN EN 16258 standard (March 2013).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_NKE_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Upstream transportation and distribution"".",yes
"Uncertainty GHG emissions quantification is subject to significant inherent measurement uncertainty because of such things as GHG emissions factors that are used in mathematical models to calculate GHG emissions, and the inability of these models, due to incomplete scientific knowledge and other factors, to accurately measure under all circumstances the relationship between various inputs and the resultant GHG emissions.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"The preparation of the energy consumption metrics requires management to establish the criteria, make determinations as to the relevancy of information to be included, and make assumptions that affect reported information.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"NIKE recognizes that commercial air travel and logistics remain an estimate since unforeseen circumstances can occur (e.g., different routes due to adverse weather or unforeseen aircraft fleet changes), however the figures presented are considered to be a reasonable estimate of NIKE’s commercial air travel and logistics emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_NKE_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Business travel.""",yes
"Background In support of its Water Restoration target, NIKE funds project work aimed at supporting the long term resilience of the water basins within its extended cotton supply chain.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_NKE_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""extended cotton supply chain.""",yes
"Thus far, NIKE has not implemented water restoration project activities itself, but instead supports project activities and implementation conducted by third party NGOs.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Additionally, NIKE partners with third party engineering firms to calculate approximate restoration volumes and tracks the volume of water restored through these projects.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Since the inception of NIKE’s Water Restoration projects in India, Australia, and Pakistan (new in FY22), NIKE has funded 975,000 for the three projects.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Scope NIKE’s water restoration efforts focus on regions in Tier 4 of its extended cotton supply chain.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"NIKE only considers water restored through this portfolio of projects when calculating progress towards the water restoration target.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Additional water restoration that occurs incidentally in or through unrelated NIKE activities is not included.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Estimation Methodology NIKE works with project implementation partners and third party engineering firms to quantify volumetric benefits from the water restoration projects.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"This quantification approach aligns with the World Resources Institute’s Volumetric Water Benefit Accounting Methodology and uses version 8.0 of the United Nations Food and Agricultural Organization (FAO) CROPWAT program and version 1.2.1 (QSWAT ) of the Soil and Water Assessment Tool (SWAT) model.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Data inputs for quantification are provided by the project implementation partners and estimated volumetric benefits are discussed and confirmed with project partners and third party engineering firms.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Drinking water storage and ablution water system creation (Ayubia National Park and Uchhali Complex, Pakistan) a. VWB Indicator: Annual average volume of water provided b.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Wetland treatment system construction (Uchhali Complex and South Punjab, Pakistan) a. VWB Indicator: Treatment efficiency b.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Agricultural and irrigation efficiency improvements (South Punjab, Pakistan) a. VWB Indicator: Agricultural water demand reduction b.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Wetlands, New South Wales (NSW), Australia) a. VWB Indicator: Avoided runoff b.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Park, Pakistan) a. VWB Indicator: Avoided runoff b.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Rainwater harvesting (Ayubia National Park and Uchhali Complex, Pakistan) a. VWB Indicator: Increased recharge, volume captured, and available supply b.","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Last year, my letter in Uber’s annual ESG Report reflected on the global impacts of the COVID 19 pandemic and our efforts to address the unique and unprecedented challenges the world faced .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"As a society, we continue to face challenges, including the health, social, and economic implications from COVID humanitarian crises leaving millions in need and severe weather events that damage the places we call home .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"These challenges endanger society and threaten the resources available on our planet .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Everyone needs to be able to move freely, and safely, and in a way that preserves the planet, its people, and its resources .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"At Uber, we don’t just power movement our mission is to reimagine the way the world moves for the better .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"We want to help people go anywhere and get anything .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence ""We want to help people go anywhere and get anything"" is not discussing any specific category of scope 3 emissions.",no
"We want you to move and earn freely, make the most of your time, and be connected to the people and places that matter most to you .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,The sentence is not discussing any specific category of scope 3 emissions.,no
"We’re committed to safety and developing technology that aims to reduce incidents .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"We’re committed to sustaining equity and belonging for all .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We’re committed to reducing the impact our operations have on the environment .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"We’re committed to you, and to the cities in which we serve because we believe that when you thrive, when people connecting on our platform thrive, and when cities thrive, Uber thrives .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Uber’s 2022 ESG Report reflects how we’ve embraced our values and our commitment to those who earn on, move on, or invest in our platform .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"We prioritize transparency and recognize its mandate in our journey to deliver value for you .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Continued to advocate for the right to flexibility, fair benefits, and support for people who make money on the Uber platform.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Analyzed and quantified our risks and opportunities in key markets in support of the Task Force on Climate Related Financial Disclosures.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"On the pages that follow, you’ll see details about our progress on these initiatives, our mission and values, and other actions we’ve taken that are integral to our environmental, social, and governance goals .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Our ESG strategy and reporting is built around the company’s material ESG issues .
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"For more information surrounding our material ESG issues, please view page 76 of this report .
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Working toward 100% rides in zero emission vehicles, on micromobility, or through public transit by 2040 globally.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_UBER_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Business travel.""",yes
"As of Q2, 2022, there are 26,000 average monthly active zero emission vehicle drivers across the Uber platform in Canada, Europe, and the US, serving 13 .3 million trips.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_UBER_2022_results.csv,"The sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Use of sold products.""",no
"Report global Scope 1, 2, and 3 emissions, which have received limited assurance from Lloyd’s Register Quality Assurance.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_UBER_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Report global Scope 1, 2, and 3 emissions.""",yes
"Joined the Science Based Targets initiative (SBTi) and the Climate Pledge, and have submitted our science based target in 2022 for validation.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Achieved LEED Gold and WELL Platinum at our headquarters.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Social Driver and courier well being: Surveyed drivers and couriers through various sessions globally, asked employees (including executives) to drive and deliver in order to understand the experience better, and published transparent papers about opportunities to improve independent work.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"People and culture: Published our 5th report covering human capital management, DEI issues, and more.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Local impact: Published dozens of posts, papers, and impact reports on critical ESG and stakeholder issues.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Urban use: Published analysis of the study we commissioned in 8 cities around the world on trends in urban development, transportation, and ridesharing.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Data security: Obtained important certifications and reports for core business lines (ISO 27001, SOC 2, SOC 2 Type 2).
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Political activities: In 2022, we released Uber’s US Political Engagement report, which includes a summary of our US Corporate Political Activity Policy, board level oversight, and direct lobbying activities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The kind of people who are relentless about our mission to help people go anywhere, get anything, and earn in the way that works best for them .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"It pushes us to constantly reimagine how we can connect movement .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Our new company values provide the clear guidance we need to successfully achieve our mission .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We are a values led company, which means that everything we do to drive business impact is rooted in our values .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"These values describe not only how we act but also what we do, the decisions we make, and where we spend our time .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Our values are uniquely Uber, and they define our culture, who we are as a company, and who we want to join us in the future .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Our goal with our culture activation work is to increase pride and connection to Uber, become a more aligned and effective organization, and ultimately achieve our mission .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We know this is a multi year goal and that it will require all of us existing employees and new team members we bring in to participate .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"We want people who are inspired by our mission and values to stay and contribute to our culture over time as we continue to refine and improve what it means to be a values led organization .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Extending our values through our ESG vision A critical component of being values led is extending our values beyond our walls, into our products, our partnerships, and our interactions globally .
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Our ESG vision and strategy is a key way we’re bringing our values to life across the impacts of our business, internally and externally .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"ESG vision Seamless integration of ESG principles into business decision making to promote long term stockholder value and a better quality of life for our stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Across the globe, Uber has been part of building back better amid a new normal.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We’re working with cities and NGOs, partnering with health and mobility companies, and introducing new users to Uber through a variety of new products and offerings to keep people and cities moving.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"The sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Business travel"".",no
"Showing up for cities in these challenging, fast changing times is how we strive to always Do the right thing.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"One significant focus is on improving public health outcomes through transportation access .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Every year, an estimated 3 .6 million Americans miss healthcare appointments due to a lack of reliable transportation .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Uber Health connects drivers with riders in need to make sure lack of transportation is never a barrier to staying healthy .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"In Washington, DC, for instance, Uber Health and Surgo Ventures partnered with 2 federally qualified health centers (Community of Hope and Mary’s Center) to launch Rides for Moms, which provides free transportation for prenatal and postnatal care appointments for up to 1,000 pregnant people .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Participants may schedule their rides either through Uber Health or using vouchers, while receiving support from transportation coordinators .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Similarly, CVS Health provided Uber Health rides to local community organizations for high need individuals who need transportation to healthcare, work, or education in Atlanta, Columbus, and Hartford .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"This effort, part of CVS Health’s Health Zones initiative, meets an important need in social determinants of health by treating access as part of any individual’s overall well being .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Access to transportation and food Working to avoid missed appointments isn’t the only way Uber improves public health .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"A recent Brookings Institution report found that third party delivery apps like Uber Eats help expand food access in low income neighborhoods .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Our Uber Transit partnership with Cecil Transit in Maryland provides rides to job interviews, workplaces, and medical appointments for addiction program participants .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions in this sentence is ""Business travel"" and ""Employee commuting"".",yes
"Participants found jobs within 9 days, on average, compared with 31 days before the transit program started, while missed health appointments decreased from 75% to 19% .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Increasing access also means developing new mobility options that reflect local needs .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"By building technology to make rides available with the tap of a button, Uber has helped revolutionize access to transportation .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"We have continued to diversify and expand the suite of offerings available through our platform, making on demand transportation accessible to a wider cross section of urban populations while expanding the footprint of public transit and micromobility networks .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"The sentence is discussing ""Upstream transportation and distribution"" which is a category of scope 3 emissions.",no
"This past year has seen a rapid increase of motorcycle taxis, yellow taxis, and auto rickshaw taxis on the Uber platform .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any of the categories of scope 3 emissions.",no
"Our Uber Moto ride option provides access to low cost motorcycle taxi rides while creating earning opportunities for drivers and couriers with a lower barrier to entry than car based options .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv,"The sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Business travel"".",no
"It’s also a popular way to fill the first last mile gap with public transit in Indian cities, a major finding of our Future of Cities India report .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"This year, we launched Uber Moto in dozens of new cities, with more than 30 in Brazil alone, drawing a new rider base and increasing access to mobility for highly price sensitive users .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Across the globe, we’ve been growing our Uber Taxi ride option by launching in new cities and expanding existing operations .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Over the past year, and through Autocab, we expanded taxi partnerships to more than 20 cities across the UK, while our partnerships with taxi tech providers in New York, San Francisco, and Italy have set a global precedent for Uber and taxis working together .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We believe these partnerships are a win win for cities, taxi drivers and companies, and Uber by better balancing demand for rides with supply of vehicles for cities .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"In addition, Uber Transit supplements fixed route service and improves paratransit reliability for transit riders in communities across the US and beyond .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"We continued to expand Dallas Area Rapid Transit’s ability to maintain service across its 700 mile service area through a partnership that lets its transit riders book rides to transit hubs through their app .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions in this sentence is ""Upstream transportation and distribution"".",yes
