text,gpt_responses,scope3,vague
"In addition, Disney continues to help alleviate food insecurity by supporting hunger relief organizations worldwide.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"For example, in Latin America, Disney supports the work of the Global Food Banking Network and the efforts of food banks in Argentina, Brazil, Chile, Colombia, and Mexico.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The V Foundation for Cancer Research was founded in 1993 by ESPN and the late Jim Valvano, legendary North Carolina State basketball coach and ESPN commentator.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, with support from ESPN fans, employees, and partners, more than 13 million was raised during V Week a record breaking amount to support the V Foundation’s fight to achieve Victory Over Cancer.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Together with the 2022 ESPYS fundraising and other events, ESPN raised more than 27 million, bringing the total that ESPN has helped raise to nearly 170 million for the V Foundation since its inception in 1993.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney provides emergency relief and supports recovery efforts in communities worldwide.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We continue to support several organizations, including UNICEF, the American Red Cross, and Good360.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, our disaster relief included supporting Hurricane Ian recovery efforts, addressing the impacts of wildfires in Argentina, supporting children and families in Ukraine, and providing short term monetary assistance to employees experiencing hardships including those impacted by Hurricane Ian through the Employee Relief Fund.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We have worked with UNICEF for many years, and when the humanitarian crisis began in Ukraine, we leveraged our media platforms to support UNICEF in helping families displaced by the conflict.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"ABC News coverage and on air mentions across our networks drove thousands of viewers to UNICEF’s website, raising more than 3 million in a few weeks.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"ABC News’s David Muir also led coverage on the crisis, anchoring special editions of World News Tonight from the Ukraine Poland border and anchoring a special report on Ukrainian President Volodymyr Zelenskyy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In addition to providing support to nonprofits, our employees rallied to support those affected and displaced into neighboring countries through our Matching Gifts program and volunteering events.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Disney VoluntEARS in the EMEA region packed supplies, prepared food, and created temporary Disney themed playrooms.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The Company and employees also provided Ukrainian dubbed screenings of Disney Animation’s Encanto and Raya and the Last Dragon, Disney and Pixar’s Luca, Ron’s Gone Wrong, and other titles for Ukrainian children and families through community nonprofits.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"First Book is a nonprofit organization dedicated to removing barriers to educational equity by providing free and affordable new books and educational resources to educators who serve children in need.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, we donated more than 3 million books to First Book, and since 2000 we’ve distributed more than 90 million books to help inspire the next generation of storytellers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Since 2012, we have also collaborated with First Book to distribute books to under resourced educators and children through the Magic of Storytelling campaign.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Take a behind the scenes look at how we inspire imagination and a lifelong love of reading.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney VoluntEARS helped distribute books at a donation event.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, we worked with CARE India to empower 1,400 adolescent girls across 10 schools in Mumbai, helping them realize their potential to lead a better life.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The program has established 18 vibrant community learning centers that give girls a space outside of school to learn and hone their vocational skills.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We also worked with the Parivaar Education Society in India to support 400 girls with education, boarding, food, medical assistance, sports and recreation, clothing, and more.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In addition, with Yuva Unstoppable, we’ve helped create a holistic learning environment for students across 12 schools by providing resources for science labs, sports, arts, and technology (such as tablets).
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Superhero Series is the UK’s only sports event dedicated to the nation’s approximately 14 million People with Disabilities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The family inclusive event has been powered by Marvel for the past four years.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"During this time, and despite the pandemic, it has seen 11,000 Superhero participants and 9,800 Sidekick volunteers take part in its signature events, including Superhero Tri, Winter Wonderwheels, and At Home Superhero Challenge, and raised more than 1 million for local charities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"ESPN continues to support the Special Olympics USA Games.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, more than 5,500 athletes and coaches from all 50 states and the Caribbean united for a week of competition, sportsmanship, and fun at the ESPN Wide World of Sports Complex at Walt Disney World.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Additionally, ESPN’s Access to Sports initiative works to provide children from all backgrounds with the chance to play.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"For example, one program supports the United States Tennis Association Foundation’s National Junior Tennis Learning network.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"It promotes the power of tennis and provides direct support for tennis and education programs that serve youth of color in eight chapters in four major cities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In Latin America, ESPN codeveloped the campaign Historias que Inspiran (Stories that Inspire) with the Disney Princess franchise, featuring short videos with four athletes sharing their personal journeys.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"When the videos achieved five million views, we donated 100,000 to Coaches Across Continents, which supports access to sports related educational programs in vulnerable communities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"This donation built on an annual grant and long term relationship with the organization in Argentina, Brazil, Chile, Colombia, and Mexico.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Union of European Football Associations (UEFA) and Disney teamed up to launch the Playmakers program in 2020, bringing together the magic of Disney storytelling with the latest research on the benefits of play based learning.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Providing a fun and safe introduction to football for five to eight year old girls, Playmakers was operating in 44 countries as of fiscal 2022, with nearly 38,000 girls having taken part across Europe.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"It teaches important movement and life skills, creates friendships and confidence among girls, and inspires a lifelong love of the game.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney is home to some of the most exceptional, extraordinary people.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are where creativity meets opportunity and careers are a journey of accomplishment and celebration.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are a welcoming home for talent of all kinds, from animators to engineers to zookeepers and many roles in between.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We work together, and thrive together, in making Disney one of the world’s most recognized, respected, and well regarded entertainment companies.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"For nearly 100 years, Disney employees and cast members have made Disney a leading global entertainment company.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney is a place where careers are a journey of creativity, accomplishment, and celebration, and where everyone is respected.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our Chief Human Resources Officer, Paul Richardson, continues to lead our human capital management strategy and reports directly to our CEO.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"He regularly updates our Board of Directors on topics such as talent development and employee engagement and is directly supported by a variety of dedicated human resources functions across our businesses, content engines, and regions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our approach focuses on attracting, engaging, developing, and rewarding a talented, diverse team while providing a respectful, collaborative, and safe work environment.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We move into our second century knowing that the extraordinary talent, diversity, and creativity of our teams around the world is what brings our stories and experiences to life.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"When we come together as a unified team, leaning into imaginative new ideas, we’re able to build on our legacy of excellence with integrity and an inclusive mindset.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We foster a culture where our employees can thrive, both personally and professionally, and seek to create a work environment that inspires optimism, creativity, collaboration, and innovation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We actively listen to and learn from our employees, share their stories, and incorporate their ideas and feedback into our activities, policies, and processes.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Throughout fiscal 2022, employees across the enterprise were surveyed at different points in time.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We found that engagement levels were very high and that employees have pride in working for the Company.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In addition to surveys, we hosted diversity, equity, and inclusion executive Coffee Talks with nearly 1,500 registrants in fiscal 2022.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Feedback from Coffee Talk sessions was a driver of our new senior leadership development experience, Disney IGNITE (described on page 65), which hosted its first two sessions in 2022.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We recognize outstanding work by our employees in several ways.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, Disney continued to offer RecognizeNow , a digital platform that enables employees to appreciate and recognize their peers around the world.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"A new Mobile Cast Compliment feature was introduced in fiscal 2022 in the My Disney Experience and Disneyland mobile apps, enabling guests visiting Walt Disney World and Disneyland Resort to submit digital recognition to cast members who made their visit memorable.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Since we added the feature, more than 450,000 compliments have been sent to our cast members by guests.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"At our Disney Parks, Experiences and Products segment, the Legacy Award also continues.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Legacy Award is the highest honor a cast member can receive for embodying Walt Disney’s legacy of excellence in dreaming, creating, and inspiring in the workplace.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2022, 745 employees and cast members across the globe received this prestigious honor.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We strive to provide a safe, healthy, and respectful work environment where employees have the support they need and the peace of mind they deserve.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The safety of our employees is a top priority in the decisions we make.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We promote a culture of safety through numerous quality assurance programs and internal safety standards, and our Standards of Business Conduct provide the process to report safety concerns and incidents.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Employees can report a concern by calling our Global Security Communications Center or an anonymous safety line, or by making a report online through our internal system called The Guideline.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Many operating areas also have a Safety and Wellness Committee that can assist employees in sharing or reporting concerns.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We have dedicated safety professionals in areas including food safety, ride safety, occupational safety, public health, and training and development.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"As an example, Disney Parks, Experiences and Products’ Safety Champions help engage their teams in safety and wellness programs, processes, and culture, and assist in the oversight and implementation of safety and wellness initiatives.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"To help minimize workplace safety risks, we offer employees and cast members a variety of required and voluntary safety trainings.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"This includes Safety and Wellness Leadership in Action, focused on accident prevention, and Improve Your Move, focused on ergonomics.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"And the Company’s Personal Protective Equipment (PPE) Matrix is updated regularly, detailing appropriate PPE required for specific work tasks alongside helpful visuals.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, four individual cast members and one team at Walt Disney World Resort were recognized at the Unified Safety Council’s (USC) Annual Safety Awards for ingraining safety and wellness into everyday park culture.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"USC is a nationally recognized safety training and educational organization, and this win marks the 12th year in a row that Walt Disney World locations and or individuals have been recognized.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Investing in Our PeopleOur ApproachIntroductionWorld of HopeOperating ResponsiblyData Reporting FrameworksTable of ContentsWorld in BalanceWorld of Belonging A cast member enjoys yoga at Hong Kong Disneyland as part of our efforts to support employee well being and mental health.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney prioritizes destigmatizing mental health challenges and breaking down barriers to access resources and care.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We offer a variety of easy to access and innovative programs for employees and cast members, including access to counselors, meditation, and mindfulness activities, as well as tips for building resilience and getting more restful sleep.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Program (EAP), which is available to all employees, cast members, and their family and household members.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our EAP provides 24 7 support and connects participants directly to a licensed network therapist at no cost.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Employees have access to Headspace, where they can follow guided meditations, animations, articles, and videos on topics like meditating and mindful eating.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Disney Healthy Pursuits Wellness Team also hosts BrainBreaks, which are virtual activities to help employees stay on top of their health.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2022, Disney won a Best Employers: Excellence in.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Health Well Being Award from the nonprofit Business Group on Health for our health and well being benefits.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We hosted our first Global Well Being Week in 2022, spotlighting the wide ranging physical, mental, and financial benefits we offer, while also providing employees with easy ways to take advantage of the benefits.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"As a special offering in fiscal 2022, Disney provided Recharge Days for eligible U.S. and international employees.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"These additional paid days off provided a shared time off experience, allowing teams to disconnect from work, email, and calls, all on the same days.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Employees are also able to connect with health coaches to learn how to get and stay healthy, including by developing a nutrition and physical activity routine.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"With access to easy to use digital resources like Grokker and LifeCare, employees can watch videos and read articles on relaxation techniques, managing work life balance, and more.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2022, we continued to promote our new Center for Living Well Gaea Center for Gynecology, Maternity, and Fertility in Orlando.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The center provides employees, cast members, and their partners with comprehensive, connected, and compassionate care to help navigate their family building journeys.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are committed to the ongoing development of our workforce, offering an array of opportunities that enable our employees to be the best versions of themselves and make the most of their careers at Disney, no matter their individual aspirations.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Following Disney Beginnings, one of our orientation sessions, new hires attend the Disney Beginnings Expo, a new virtual offering that creates connections and illustrates the many uniquely Disney programs and experiences available to them, such as Disney VoluntEARS.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We support the growth and development of our employees and cast members through online and in person learning tools and programs designed to support employees both personally and professionally regardless of where they are in their careers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"D Learn is the primary learning tool for Disney employees around the globe.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Employees can complete both required training (e.g., Standards of Business Conduct) and optional learning opportunities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"D Learn offers online and in person courses, and offerings include self directed as well as instructor led training.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Top learning items included: Workday Navigation, Disney Leader Essentials, and Our Commitment to the Company and Our Shareholders.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Harvard Spark offers employees learning and development content tailored to their unique aspirations and personal preferences, meeting them exactly where they are on their career journeys.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Harvard ManageMentor offers a customized experience similar to Harvard Spark, specifically geared to our leadership teams and those seeking management skill development.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Top learning items included: Presentation Skills and Leading People.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Harvard Leading Edge is a learning platform for leaders and aspiring leaders that consolidates reputable publications on topics ranging from corporate social responsibility to hiring to innovation, and more.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, we launched Disney IGNITE, a new multi month virtual learning experience for senior managers, directors, and vice presidents that is focused on empowering them to be more confident in leading with care and a people first mindset.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In the first session, 640 leaders participated from North America Latin America (LATAM) and the Europe, Middle East Africa (EMEA) region, across all businesses.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The second session of IGNITE for leadership teams across the Asia Pacific (APAC) region began in late 2022, and we plan to continue offering IGNITE to even more leaders in the future.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We continued our Disney Leadership Essentials program, which reached more than 1,080 leaders across the U.S., EMEA, LATAM, APAC, and India.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Post program surveys showed that 100% of participants took at least two actions as a result of participating.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"At Disney Parks, Experiences and Products (DPEP), high potential senior managers and directors engaged in our cohort based Leadership Immersion Program, which works to accelerate participants’ readiness for critical positions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Enrollment in these programs increased by 44% and mentoring hours increased by 25% from fiscal 2021.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As examples, we launched the Mano a Mano mentoring program to champion the professional development of Florida cast members Disney General Entertainment launched a new mentoring program and Career Development Office and our Enterprise Mentorship Program focused on Finance, Technology, CSR, and other topics had more than 1,900 individuals enrolled in fiscal 2022, the seventh year of the program.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Investing in Our PeopleOur ApproachIntroductionWorld of HopeOperating ResponsiblyData Reporting FrameworksTable of ContentsWorld in BalanceWorld of Belonging COMPREHENSIVE REWARDS PACKAGE accounting for factors such as role, experience, or location) in 2024.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are also working toward expanding the gender pay ratio analysis to countries outside the United States.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We recognize the importance of pay transparency to our employees, shareholders, and others, and are committed to ensuring our employees and cast members have the facts that determine their pay.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As part of this effort, we provided new educational resources on compensation to leaders and employees in fiscal 2022.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We also actively work with labor unions throughout the year to promote a fair and just working experience for the employees they represent including reliable scheduling, a clean workplace, and fair compensation.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Read our Standards of Business Conduct for more details on our commitment to maintaining fair working conditions for employees.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In fiscal 2022, to reward the important contributions of certain job levels below the executive level, Disney expanded eligibility for participation in our Annual Bonus Plan.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Plan is tied to the Company’s fiscal year performance and recognizes the contributions employees make to business results.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney Aspire pays 100% of tuition up front for eligible hourly employees at a network of learning institutions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"See our spotlight on Disney Aspire on the next page.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney also continues to offer education reimbursement to salaried employees who are interested in furthering their careers through professional and technical education related to their current roles.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"And to alleviate the financial burden of higher education on Disney employees, we offer scholarships to eligible children of Disney employees who are high school seniors through our Disney Scholars program.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Scholarships are awarded based on academic achievement, extracurricular activities, community service, and demonstrated leadership.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney offers a competitive rewards package that includes pay, health, and savings benefits time off programs educational opportunities and more.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Together, these rewards make up a comprehensive package that helps our employees and cast members live their best lives, grow personally and professionally, and take advantage of the special extras that only Disney can provide.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney is committed to fostering a truly respectful and equitable workplace culture.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"As part of that focus, in 2022 we shared the results of an adjusted pay ratio analysis, comparing the base pay of U.S. employees based on gender, race, and ethnicity, controlling for role, experience, and location.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Each adjusted pay ratio was at least 99% as of June 2022 (with one ratio at 100%), and we continue to strive for 100% equity across all categories.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Median earnings for hourly employees is based on total earnings for total hours paid and includes the impact of overtime, shift premiums, and gratuities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Excludes the value of benefits for eligible employees.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney Aspire The Walt Disney Company’s education investment and career development program pays 100% of tuition up front at network schools and is available to 85,000 eligible hourly full time and part time employees and cast members in the United States.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney Aspire continually evolves to meet the ever changing needs of our diverse employee base, as well as the ever evolving job landscape, and the program saw growth in fiscal 2022.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney Aspire’s network of learning institutions continued to grow throughout fiscal 2022, adding four new colleges and universities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The additions included the first in network HBCU, North Carolina A T State University, as well as the first culinary dedicated option, Johnson Wales University.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The network also grew to include two more California based options California State University, Fullerton and Fullerton College expanding in person learning opportunities for our eligible California based employees.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, we introduced Disney Aspire Career Advisors.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"These advisors meet both one on one and in group settings with students and graduates to help them more confidently navigate their career journeys, whether at Disney or beyond.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, more than 1,400 advising sessions were hosted with employees.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We also introduced the Disney Aspire Advocate program in fiscal 2022, which brings together Disney Aspire program graduates from across the Company who have experienced internal career mobility.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Advocates help spread the word, showcase Disney Aspire's impact, and serve as mentors for those exploring or currently enrolled in the program.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney Aspire continues to set the standard for employer funded education programs.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We externally publish graduate and mobility data and invest in our employees well beyond graduation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Looking forward to the year ahead, Disney Aspire will be celebrating its fifth anniversary in August 2023.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"As a little girl growing up in a small village in Haiti where my parents had to sacrifice to send me to school for a better future I never once believed I could be part of such of an amazing program.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney Aspire has given me hope and opened so many doors for me.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"I recently completed my bachelor’s degree in hospitality and am now working toward my master’s degree in human resources.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are focused on operating our businesses with integrity, honesty, trust, respect, and teamwork.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney strives to conduct business in accordance with high standards of business ethics and comply with applicable laws, rules, and regulations wherever we operate.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our Standards of Business Conduct apply to all employees and provide resources and tools to promote ethical conduct and compliance with the law.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our Board of Directors is also held accountable to these principles, as well as our Code of Business Conduct and Ethics for Directors.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We regularly engage our leaders and employees on these Standards through training and other forms of communication, and employees can confidentially report ethical concerns to our internal alert hotline, The Guideline.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We strive to adopt governance policies and practices that represent our stakeholders’ interests, and we seek to have a well rounded Board of Directors.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Company has nominated 11 Directors for our 2023 annual meeting with relevant experience, including from leading global organizations, and encompassing a diverse range of talents, skills, and expertise.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Ten of those 11 Director nominees are independent, and all members of the Audit, Compensation, and Governance and Nominating Committees are independent.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our Directors reflect a diverse cross section of the Company’s shareholders, employees, consumers, and communities, with seven out of 11 nominees representing diverse gender, ethnic, or racial backgrounds.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Board, either as a whole or through committees, assesses major risks that relate to the Company and its performance, including risks that relate to key economic and market assumptions that inform the Company’s business plans (including significant transactions) and growth strategies, and significant operational risks related to the conduct of the Company’s day to day operations.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Our commitment to respect human rights is a Company priority.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our commitment is informed by the United Nations Guiding Principles on Business and Human Rights, the United Nations International Bill of Human Rights, and the International Labor Organization’s Declaration on Fundamental Principles and Rights at Work.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We exercise due diligence on an ongoing basis to identify, prevent, mitigate, and account for human rights risks and impacts, and we update our assessment of salient human rights risks as new information becomes available.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Through collaboration and regular dialogue, we also work with a variety of external stakeholders, industry associations, and intergovernmental organizations to identify and manage human rights risks.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In fiscal 2022, we updated our Human Rights Policy to reflect the evolving nature of our products and services, changes in our business, and the world in which we operate.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Updates include, among others, new sections on content, communities, and privacy additional information on grievance mechanisms and remedies and expanded content on online safety to include children’s privacy, safety and development, parental controls, and responsible marketing guidelines.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Our refreshed content on our human rights webpage highlights various policies, practices, and programs that implement our Human Rights Policy, and identifies our salient human rights issues in the following areas: our people, our content, our products and supply chain, our communities, children, and privacy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Governance and Nominating Committee of our Board of Directors oversees the Company’s human rights policies.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our General Counsel has oversight for compliance with our policy and works across the Company to monitor emerging issues, share progress, and identify areas for improvement.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Disney branded products are produced in approximately 44,000 facilities in more than 100 countries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This manufacturing network and global footprint creates a highly complex network of suppliers, many of them several degrees removed from our direct operations.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In addition, we purchase a vast array of products, materials, and services from thousands of suppliers to support our operations, such as theme parks and resorts cruise and vacation experiences film, television, streaming, and theatrical productions and offices and distribution centers.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Responsible sourcing is an important focus of Disney’s overall corporate social responsibility efforts.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are focused on respecting human rights, reducing the environmental footprint of our supply chain, monitoring the safety and integrity of products, promoting supplier diversity, and working in collaboration with others to meet our objectives.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We strive to foster safe, inclusive, and respectful workplaces wherever Disney branded products are produced.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney has set labor standards for the tens of thousands of facilities that make Disney branded products, whether we procure products to sell directly to the consumer or license our intellectual property to independent businesses that use their own supply chains.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"These standards come to life through our International Labor Standards (ILS) program, which licensees and vendors producing Disney branded products are contractually obligated to comply with.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
