sentence,gpt4_annotation,mistral_annotation,Comments,mistral_response
"I might be visiting our team of innovators based in Greater China, who work with our partners overseas to bring ideas and concepts to life.
",no,yes,," Based on the context provided, the sentence is discussing business travel which falls under Scope 3 Em"
"Additionally, NIKE works with suppliers to scale key opportunities that are likely to have the greatest impact on their unique energy and carbon footprint.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to Scope 3 emissions as"
"The impact could grow as factories in Indonesia increase their volume of electricity purchased in the program.
",no,yes,," Based on the given sentence, it appears that the discussion is related to Scope 3 emissions,"
"In most of our major markets, NIKE suppliers do not have the ability to procure cleaner electricity through mechanisms that are considered most beneficial in terms of pricing, complexity and impact such as direct power purchase agreements.
",no,yes,," Based on the information provided in the sentence, it appears to be discussing scope 3 emissions related to"
"While electric heavy duty trucks are still a relatively new innovation in long haul trucking, they are an important next step in reducing transportation emissions.
",no,yes,," Based on the given sentence, it is discussing transportation emissions under the ""Upstream transportation and distribution"""
"By focusing on improving the environmental impact of materials within our products, we have the opportunity to implement sustainable innovations throughout our products and work toward our emissions reduction target at scale.
",no,yes,," Based on the given sentence, it is discussing scope 3 emissions, specifically in the context of """
"In addition, we have prioritized converting textiles and yarns to recycled polyester used in our business volume drivers (such as the Better Essentials collection and the Downshifter 12) and iconic silhouettes (such as Air Max).
",no,yes,," Based on the information provided, it appears that the sentence is discussing the use of recycled polyester"
"Our Innovation teams are researching closed loop alternatives like feedstock or chemically recycled polyester44, as well as bio based versions to further improve NIKE’s polyester footprint and work toward a circular future.
",no,yes,," Based on the provided sentence, it appears that the discussion is about improving Nike's polyester"
"We are supplementing our cotton portfolio of organic and recycled cotton with third party certified cotton.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is related to purchased goods and"
"Leather is one of the highest impact materials for both carbon emissions and waste across the footwear and apparel industry.
",no,yes,," Based on the given sentence, it appears that the discussion is related to carbon emissions in the context of"
"Because of the time difference, I need to be able to work flexibly: it’s not your typical 9 to 5.
",no,yes,, Employee commuting. This sentence suggests that the speaker is discussing the emissions associated with their commute
"Thuy has been driving impact for NIKE for more than 16 years starting in Vietnam.
",no,yes,, Employee commuting is a category of Scope 3 emissions.
"To achieve our ambitious emissions reduction goal, we will focus on increasing use of EPMs, helping factories convert to use of more renewable energy and working across industries to accelerate decarbonization of fuels, packaging and other components of the value chain necessary to produce, move and sell NIKE products.
",no,yes,," Based on the sentence provided, it appears that the discussion is about reducing emissions in the value chain necessary"
"Additionally, the soaring emissions intensity of the electricity grid in manufacturing regions (particularly Vietnam) against the baseline has contributed to growth in our emissions footprint.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to Scope 3 emissions,"
"Reducing waste reduces carbon emissions, the consumption of natural resources, the strain on ecosystems and the full range of impacts associated with making and disposing of manufactured materials and products.
",no,yes,," The sentence is discussing scope 3 emissions, specifically in the category of ""Waste generated in operations"
"At our size, scale and growth, reducing waste per unit will be essential to mitigate the total impact of our products.
",no,yes,," Based on the sentence provided, it is discussing scope 3 emissions, specifically in relation to the """
"Within apparel, we consider the material efficiency of our designs early on in our product creation and development process, which reduces waste throughout the manufacturing process.
",no,yes,," Based on the given sentence, it appears that the discussion is about reducing waste within the apparel industry"
"This can be achieved through adjustments to patterns to optimize fabric yields, using lighter weight materials where possible and increasing our reliance on inherently less wasteful methods of make, such as Flyknit.
",no,yes,," Based on the given text, it appears that the discussion is related to reducing emissions in the production process"
"We are also working to reduce packaging both on and around our products, as well as in transportation.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to Scope 3 emissions,"
"In our FY21 report, we shared the challenges we had in using available data to estimate product waste.
",no,yes,," Based on the given sentence, it appears that the discussion is related to ""Waste generated in operations"
"About 60% of that is from creating the upper part of shoes and 40% from making the midsole and outsole.
",no,yes,," Based on the provided sentence, it appears that the discussion is focused on the production of shoes (creat"
"Most of the materials used in footwear manufacturing use petroleum or leather, both of which are environmentally intensive to produce.
",no,yes,," Based on the provided sentence, it is discussing Scope 3 emissions related to the ""Purch"
"We also started to track rubber flashing waste by model at 28 targeted factories that drive 80% of this waste stream, and are strategically focusing root cause analysis on the models that drive this waste stream the most.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is related to scope 3"
"As a result, we constantly challenge ourselves on our waste steams to first reduce and then, once optimized, recycle.
",no,yes,," Based on the given sentence, it appears that the discussion is focused on ""waste generated in operations"
"At over 90%, corrugated cardboard used for product packaging continues to be the primary waste driver at our distribution centers.
",no,yes,," Based on the given sentence, it is discussing waste generated in operations which falls under the category of S"
"While corrugate is a recyclable waste, its volume grows with our business.
",no,yes,," Based on the given sentence, it appears that the discussion is related to ""Waste generated in operations"
"Our strategy for reaching this goal is focused on minimizing waste generation, increasing reuse and recycling, and recovering energy from waste that can’t be prevented, reused or recycled at this time.
",no,yes,," Based on the given sentence, it is discussing reducing scope 3 emissions related to ""waste generated"
"The output may be reused for polymerisation into new plastics for the production of other chemicals or as an alternative fuel.
",no,yes,," Based on the given context, the sentence is discussing the downstream treatment of sold products which falls under"
"We are also working with vendors to explore closed loop polyester waste as a potential replacement for polyester from ground up plastic beverage containers.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is related to Scope "
"Not surprisingly, returning to campus more than doubled the waste at WHQ on a quarter over quarter basis.
",no,yes,," The sentence is discussing waste generated in operations, which falls under the category of Scope 3 emissions"
"Our Converse HQ in Boston has made major strides toward waste diversion by upgrading to premium service with a local composting company, Bootstrap, to increase ease and frequency of compost pickup, saving approximately 47,000 annually.
",no,yes,," Based on the given sentence, it appears that the discussion is focusing on ""waste generated in operations"
"We are also working to increase landfill diversion within our distribution centers.
",no,yes,," Based on the sentence provided, it is discussing activities related to ""waste generated in operations"" which"
"In North America we emphasized distribution center education and training on collecting and converting food waste to compost.
",no,yes,," Based on the given sentence, it is discussing activities related to Scope 3 emissions, specifically in"
"We also identified food service as the largest waste source, contributing 30% of overall waste generation.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to waste generated in operations, which"
"One example is the TerraCycle glove recycling program, which launched in our kitchens and custodial teams in FY22, helping divert 28 metric tons from landfill.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is focused on waste generated in"
"When product is truly at its end of life and cannot be used again through resale or donation, our goal is to recycle the product through responsible end of life processes.
",no,yes,," The sentence is discussing the ""End-of-life treatment of sold products"" category of Scope"
"In our other locations, where we don’t have Nike Grind technology, we work with providers to manage our end of life process.
",no,yes,," Based on the provided sentence, it appears that the discussion is about managing the end-of-life"
"The presence of contaminant chemicals in recycled material streams is an ongoing challenge that will be amplified as we diversify our recycled content streams (an example of this is PFAS). The introduction of new material streams that haven’t traditionally been used in our industry can be challenging from a sustainable chemistry perspective.
",no,yes,," Based on the provided sentence, it appears to be discussing sustainability challenges related to the use of recycl"
"In addition, the production of neoprene can contribute to climate change and volatile organic compounds emitted in the chemical processing plants can be harmful to human health and the environment.
",no,yes,," Based on the given sentence, it appears that the discussion is related to emissions from the production of ne"
"City Highlight: Memphis Memphis is home to NIKE’s North America Logistics Campus and represents our second largest employee population in the U.S., after NIKE’s WHQ.
",no,yes,," Based on the information provided, it appears that the sentence is discussing upstream transportation and distribution as a"
"Note that all of the issues identified on the matrix are considered important to NIKE.
",no,yes,," Based on the provided sentence, it is discussing Scope 3 emissions as it mentions various categories"
"Please see the table below for our 32 Priority Issues and corresponding definitions.
",no,yes,," Based on the provided context, the sentence is discussing Scope 3 emissions as it mentions various"
"Worker health and safety practices throughout the supply chain.
",no,yes,," The sentence is discussing an aspect of scope 3 emissions, specifically related to ""upstream activities"""
"Energy used for electricity use of fossil fuels and renewable energy sources.
",no,yes,," Based on the given sentence, it appears to be discussing emissions related to the use of sold products and"
"Starting with FY22 data, end of life emissions from packaging have been migrated from Category 1 to Category 12 (End of Life Treatment of Sold Products) as more granular data has become available.
",no,yes,," Yes, the sentence is discussing Scope 3 emissions. The specific category mentioned in the sentence is"
"Emissions data is calculated using primary activity data and extrapolations.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to scope 3 emissions as the"
"For this subset, vendors provide monthly energy consumption: from the local utility grid, onsite generators, other fuels, and purchased steam.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is related to Scope "
"For electricity: kWh values are multiplied by CO2e emissions factors for electricity purchased from the local utility grid by the country region in which the factory resides.
",no,yes,," Based on the provided sentence, it is discussing Scope 3 emissions specifically related to ""electric"
"For onsite generation and other fuels: CO2e emissions are calculated using the IPCC bottoms up calculation methodology.
",no,yes,," Based on the provided sentence, it is discussing scope 3 emissions related to fuel and energy-related"
"Includes emissions associated with the extraction, production, and transportation of fuels and energy purchased and reported in NIKE’s Scope 1 footprint.
",no,yes,," Yes, the sentence is discussing Scope 3 emissions. The specific category mentioned in the sentence is"
"Does not include upstream electricity emissions, T D losses, or other onsite fuels besides natural gas (propane, diesel, biogas, hi sene).
",no,yes,," Based on the provided sentence, it appears that the discussion is about Scope 3 emissions as the"
"Emissions data is calculated using primary activity data, extrapolated consumption, and publicly available CO2e emissions factors.
",no,yes,," Based on the context provided in the sentence, it appears that the discussion is related to scope 3"
"Emissions relative to the fate of the waste generated in our own operations including HQs, DCs, and Air MI.
",no,yes,," Yes, the sentence is discussing Scope 3 emissions, specifically ""waste generated in operations."""
"Total HQs, DCs, and Air MI waste not diverted from landfill multiplied by a lifecycle assessment based emission factor for municipal waste sent to landfill.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to scope 3 emissions, specifically"
"Short haul trips are less fuel efficient per mile flown.
",no,yes,," Based on the given sentence, it is discussing emissions related to ""Fuel and energy-related activities"
"Longer haul flights become less efficient due to the need to carry more fuel.
",no,yes,," Based on the given sentence, it appears that the discussion is related to emissions from the ""Fuel"
"Annual compliance assessments verify that suppliers are meeting the requirements in the NIKE Code of Conduct and Code Leadership Standards (CLS). Verifiers confirm that partners have obtained all required permits with safety, health and environmental control programs including proper management of hazardous waste and hazardous waste vendors selected by the supplier being properly qualified and licensed.
",no,yes,," Based on the provided text, it appears to be discussing scope 3 emissions related to upstream activities"
"Waste Manufacturing and Packaging FY20 Q4 average of Q1 3.
",no,yes,," Based on the given sentence, it appears that the discussion is related to Scope 3 emissions as"
"Additional Information NIKE converts all energy consumption to kWhe using net calorific value of the direct fuel consumption, including transportation fuels.
",no,yes,," Based on the provided context, it appears that the sentence is discussing Scope 3 emissions as N"
"Additional breakdowns of Scope 1 and 2 emissions are shown below.
",no,yes,," Based on the provided text, it appears that the sentence is discussing Scope 3 emissions as it"
"The revisions impact historically reported enterprise waste diversion by reducing diverted waste by 0.01%.
",no,yes,," Based on the provided sentence, it is discussing the category ""Waste generated in operations"" which falls"
"Finished goods manufacturing apparel waste Fabric previously reported as downcycled open loop is now reproduced for another brand in the same factory, enabling the shift to being classified as closed loop.
",no,yes,," Based on the provided sentence, it appears that the discussion is about waste generated in operations, which falls"
"We have reviewed the accompanying NIKE, Inc. (NIKE) management assertion that the energy emissions metrics for the year ended May 31, 2022 and the cumulative water restoration funding metric as of May 31, 2022 (collectively the sustainability metrics ) in management’s assertion are presented in accordance with the assessment criteria set forth in management’s assertion.
",no,yes,, I'm unable to determine if the sentence is discussing Scope 3 emissions specifically based on the
"Our responsibility is to express a conclusion on management’s assertion based on our review.
",no,yes,," Based on the context provided in the sentence, it appears that the discussion is related to Scope "
"Includes direct fuel use and purchased or acquired electricity consumption.
",no,yes,," Based on the given sentence, it is discussing Scope 3 emissions related to ""fuel and"
"Electricity Contracts as described in NIKE’s market based emissions table below.
",no,yes,," The sentence is discussing Scope 3 emissions specifically related to ""Fuel and energy-related activities"
"Where actual data is not available, consumption is estimated.
",no,yes,," Based on the given context, it appears that the sentence is discussing the estimation of Scope 3"
"Renewable direct fuel includes sustainable aviation fuel (SAF) and biogas.
",no,yes,," The sentence is discussing Scope 3 emissions, specifically related to renewable direct fuels such as"
"Includes NIKE owned or operated NIKE Brand and Converse stores globally.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is related to Scope "
"Energy consumption includes natural gas and electricity.
",no,yes,," Based on the given sentence, it is discussing Scope 3 emissions related to ""Fuel and"
"Natural gas usage outside of the U.S. and Canada (and for landlord managed facilities in the U.S. and Canada), and electricity usage outside of the U.S., Canada, and EU (and for landlord managed facilities in the U.S., Canada, and EU), is estimated.
",no,yes,," Yes, this sentence is discussing scope 3 emissions. The specific categories mentioned in the sentence are """
"Energy consumption includes natural gas, hi sene, diesel, propane, electricity, onsite solar, and onsite wind.
",no,yes,," Yes, the sentence is discussing Scope 3 emissions. The specific categories mentioned in the sentence are"
"A portion of propane usage is estimated leveraging known propane usage.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to scope 3 emissions, specifically"
"In addition, emissions include fugitive emissions from refrigerant gas loss.
",no,yes,," Yes, the sentence is discussing scope 3 emissions. The specific category mentioned in the sentence is """
"Also includes emissions from non HQ office facilities (such as regional sales offices).
",no,yes,," Yes, the sentence is discussing Scope 3 emissions. The mentioned ""non HQ office facilities"
"Energy consumption within HQs includes natural gas, diesel, propane, electricity, and onsite solar within non HQ offices, energy consumption includes natural gas and electricity only.
",no,yes,," Based on the provided sentence, it is discussing energy consumption under the category of ""Fuel and energy"
"Natural gas usage within non HQ offices outside of the U.S. and Canada (and for landlord managed facilities in the U.S. and Canada), and electricity usage within non HQ offices outside of the U.S., Canada, and EU (as well as for landlord managed facilities in the U.S., Canada, and EU), is estimated.
",no,yes,," Based on the information provided in the sentence, it is discussing Scope 3 emissions, specifically related"
"Propane is used in food services, vendor landscaping services, and some forklifts.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is related to Scope "
"FY22 represents our first year including fugitive emissions from refrigerant gas loss for our HQ and non HQ office facilities.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to Scope 3 emissions,"
"Includes NIKE owned manufacturing facilities and related facilities that are the primary producers of NIKE air units.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is focused on Scope "
"Energy consumption includes natural gas, diesel, propane, and electricity.
",no,yes,," Yes, the sentence is discussing Scope 3 emissions. Specifically, it mentions ""F"
"Propane is used in a single limited application in one Air MI facility.
",no,yes,," Based on the information provided, it appears that the sentence is discussing fuel and energy-related activities that"
"FY22 represents our first year including fugitive emissions from refrigerant gas loss.
",no,yes,," Based on the given sentence, it appears that the discussion is related to Scope 3 emissions,"
"Vehicles include service vehicles at WHQ and GCHQ.
",no,yes,," Based on the given sentence, it is discussing Scope 3 emissions specifically related to ""Upstream"
"Company leased fleet vehicles for use by employees in other geographies are not included in reporting at this time.
",no,yes,," Based on the provided sentence, the discussion is about ""Company leased fleet vehicles for use by employees"
"Square footage of retail and non HQ offices per country is used, along with country level climate assumptions and 2012 Commercial Buildings Energy Consumption Survey (CBECS) energy use intensity (kWh per square foot) based on climate region.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is related to scope 3"
"Where actual data is not available, electricity usage is estimated for non HQ offices outside of the U.S., Canada, and EU and for landlord managed facilities in the U.S., Canada, and EU.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to Scope 3 emissions,"
"Propane usage at two DCs is estimated leveraging propane consumption intensity at a comparable DC based on relative square footage.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is focused on ""Fuel"
"Remaining consumption is converted to CO2e using the respective emission factors.
",no,yes,," Based on the provided context, it appears that the sentence is discussing emissions that fall under the category of"
"Emissions from biofuel renewable energy credits are calculated using biofuel source specific emission factors applied to CO2 and to fugitive emissions for CH4 and N2O.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to Scope 3 emissions,"
"The table to the right describes the hierarchy and the relevance to NIKE for the current year reporting79.
",no,yes,," Based on the provided context, it appears that the sentence is discussing the categories of Scope 3"
"These exceptions include AIB EU Residual Mix Emissions factors, and Green e US Residual Mix.
",no,yes,," Based on the given sentence, it appears that the discussion is about specific exceptions related to Scope "
"In these cases, CH4 and N2O emissions are sourced from the next available source in the market based emission factors hierarchy.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to greenhouse gas (GH"
"In the absence of a contractual instrument (or electricity consumption that exceeds onsite renewables and contractual instruments), NIKE historically applied energy supplier specific emission factors when available and met a third party quality criteria review.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to upstream fuel and energy-"
"Electricity (U.S.) eGRID (location based) In the absence of contractual instruments and residual mix factors, NIKE applies a regional national grid mix factor.
",no,yes,," Based on the information provided in the sentence, it appears that Nike is discussing energy-related activities"
"This global protocol serves as a catch all for any facilities that haven’t obtained an emission factor from a more granular source in the market based hierarchy.
",no,yes,," Based on the given context, it appears that the sentence is discussing facilities or activities that fall outside the"
"Thus far, NIKE has not implemented water restoration project activities itself, but instead supports project activities and implementation conducted by third party NGOs.
",no,yes,," Based on the provided sentence, NIKE is discussing support for third-party activities related to water"
"NIKE only considers water restored through this portfolio of projects when calculating progress towards the water restoration target.
",no,yes,," Based on the provided sentence, NIKE is discussing the category of ""Water generated in operations"""
"In Washington, DC, for instance, Uber Health and Surgo Ventures partnered with 2 federally qualified health centers (Community of Hope and Mary’s Center) to launch Rides for Moms, which provides free transportation for prenatal and postnatal care appointments for up to 1,000 pregnant people .
",no,yes,," Based on the information provided in the sentence, it appears that this discussion is related to Scope "
"Both services increase utilization of vehicles, either by finding uses for when the owner isn’t driving or by increasing the number of people in the vehicle when it’s in motion .
",no,yes,," Based on the given context, the sentence is discussing emissions related to transportation in the context of Scope"
"Delivering food or groceries (78% and 48%, compared with 62% and 10% of single appers).
",no,yes,," Based on the given sentence, it is discussing scope 3 emissions specifically related to the transportation sector,"
"In the US, 22% of drivers taking UberX trips also delivered in the last 4 weeks of 2021 .
",no,yes,," The sentence is discussing the category ""Downstream transportation and distribution."""
"Then, if needed, the app provides tools that they can use to get help .
",no,yes,," Based on the provided sentence, it is discussing Scope 3 emissions as it mentions various categories"
"See our 2022 People and Culture Report for more detail on our progress and accomplishments .
",no,yes,, I'm unable to determine if the sentence is discussing scope 3 emissions based on the provided text
"Source: Uber Sustainability, DEFRA emissions factors for advanced users 2021 .
",no,yes,," Based on the context provided in the sentence, it appears that the discussion is about Scope 3"
"The carbon intensity of trips on Uber in the US and Canada is 34% lower than the carbon intensity of traditional taxis that do not use e hail technology.
",no,yes,," Based on the information provided, the sentence is discussing emissions related to business travel under scope 3,"
"Couriers Thanks to our experience on the mobility side of the business, we have a headstart on vehicle emissions reduction and recognize that there are further opportunities for Uber’s delivery platform .
",no,yes,," Based on the context provided in the sentence, it appears that the discussion is related to Uber'"
"These partnerships are aimed at providing discounts on the purchase or rental of e bikes, helping couriers access government subsidies for electric vehicles, and assisting with financing e bike purchases .
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is related to purchased goods and"
"However, the environmental impact of freight is undeniable .
",no,yes,," Based on the provided sentence, it appears that the discussion is about emissions related to freight transportation,"
"We estimate that our freight business is 10x more emissions intensive than our mobility or delivery businesses .
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is related to Scope "
"Trucking is the most energy intensive mode of ground transportation, accounting for 9% of CO2 emissions in the United States alone .
",no,yes,," Based on the given sentence, it is discussing Scope 3 emissions specifically related to ""Fuel"
"Research shows that for about 15 30% of the miles carriers drive, their trucks are empty .
",no,yes,," Based on the provided sentence, it is discussing the upstream transportation and distribution category of Scope "
"We accomplished this with our investment in the Azure Sky wind farm in Texas, which Uber helped finance through a 12 year virtual power purchase agreement .
",no,yes,," Based on the provided context, the sentence is discussing Scope 3 emissions under the category ""In"
"We recognize the importance of our supply chain, and in holding those accountable to the standard needed for the world to see true sustainable partnerships .
",no,yes,," Based on the provided sentence, it appears that the discussion is related to supply chain sustainability and holding"
"It is included to reflect the net zero pathway many governments and companies have publicly committed to .
",no,yes,," Based on the given sentence, it appears that the discussion is about the concept of Scope 3"
"For example, analysis on the total cost of ownership (TCO) of a vehicle uses Uber specific assumptions around driver earnings and total kilometers driven, which are combined with scenario specific assumptions around carbon price, oil price, and electricity price .
",no,yes,," The sentence is discussing scope 3 emissions, specifically in the context of analyzing the total cost of"
"Reporting requirements: Greater reporting requirements and associated costs .
",no,yes,," Based on the context provided in the sentence, it appears that the discussion is related to Scope "
"Human capital: Uber’s employees may face health and safety risks, and cost of health and other insurance may rise due to extreme weather, both chronic and acute .
",no,yes,," Employee commuting is a category of Scope 3 emissions under the ""Employee commuting"
"Data is as of December 31, 2021, unless otherwise noted.
",no,yes,," Based on the given sentence, it appears that the discussion is about Scope 3 emissions as the"
"Please view the Methodology’ chapter of Uber’s US Safety Report for more information on these metrics .
",no,yes,," Based on the context provided in the sentence, it appears that the discussion is about Scope 3"
"This includes the following material GHGs: CO2 (carbon dioxide), N2O (nitrous oxide), and CH4 (methane) .
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is related to Scope "
"The following emission conversion factor sources are used in calculations: Natural gas combustion emission factors: EPA Center employees and interns .
",no,yes,," Based on the provided context, it appears that the sentence is discussing emissions related to scope 3 of"
"Previously also included NeMo and employee engagement survey sent to all full time employees .
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is about Scope 3"
"We accomplished this with our investment in the Azure Sky wind farm in Texas, which Uber helped finance through a 12 year virtual power purchase agreement .
",no,yes,," Based on the provided sentence, it appears that the discussion is related to Scope 3 emissions as"
"The Committee also was informed of potential changes to the external regulatory and reporting environment that may impact our future ESG disclosures and internal changes to our ESG governance structure to enhance our risk management and oversight.
",no,yes,, I'm unable to determine with certainty if the sentence is discussing scope 3 emissions as there
"Travel related GHG emissions were 78% lower than the 2019 baseline.
",no,yes,," Based on the given sentence, it is discussing Scope 3 emissions specifically related to business travel."
"For example, we aim to replace equipment at end of life with energy efficient alternatives.
",no,yes,," Based on the given sentence, it appears that the discussion is related to ""End-of-life"
"Once operational, we expect Pfizer’s North American purchased electricity needs, which comprise approximately 50% of our electricity use globally, will be addressed by the renewable energy certificates generated by this solar energy project.
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is focused on purchased goods and"
"In November 2022, Pfizer also announced our intention to join a collective action initiative, Activate, to support the decarbonization of a major source of GHG emissions in the pharmaceutical value chain.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to Scope 3 emissions as"
"Through scientific innovation we strive to design more efficient processes that can reduce the environmental impact of our medicines throughout the product life cycle.
",no,yes,," Based on the given sentence, it appears that the discussion is about reducing the environmental impact of medicines"
"Central to our sustainable medicines program is the minimization of waste across our sites globally.
",no,yes,," Based on the given sentence, it is discussing the minimization of waste, which falls under the S"
"As a result of these efforts, in 2022, more than 1.3 billion patients were treated and or vaccinated by a Pfizer product, including COMIRNATY (the Pfizer BioNTech COVID 19 vaccine) and PAXLOVID (nirmatrelvir tablets and ritonavir tablets).1 we’ve agreed to supply up to 930 million doses of pneumococcal conjugate vaccine (PCV) through 2027 at its lowest access price.
",no,yes,," Based on the provided sentence, it is discussing scope 3 emissions related to ""Fuel and energy"
"Based on Pfizer’s experience working with Ministries of Health and multilateral organizations during this unprecedented scale up of a vaccination campaign, we recognize countries are facing multiple issues when it comes to supply planning and delivery, including the ability to absorb vaccine in the country, lower uptake rates due to hesitancy, limited ultra cold chain capacity or infrastructure to properly move or store vaccines, syringe supply, and other downstream capacity issues like workforce constraints.
",no,yes,," Based on the given text, it is discussing downstream transportation and distribution as a scope 3 emission"
"We expect the same commitment to acting ethically and with integrity from suppliers, as well as from consultants, agents, representatives, and other companies and individuals acting on our behalf, as well as those acting on their behalf (e.g., subcontractors), in connection with work for Pfizer.
",no,yes,," Based on the given sentence, it is discussing ethics and integrity in business relationships, rather than specifically"
"GCP: Investigator sites, sponsor, vendors CROs GMP: Pfizer Global Supply (PGS) sites, PharmSci sites, Pfizer Country Offices (PCOs), Distribution Logistics Centers (LC), SLS (Labs), Quality Centers PV: Sponsor, vendors.
",no,yes,," Based on the given text, it is discussing scope 3 emissions related to ""Upstream leased"
"We require our suppliers to develop action plans in response to our audits and implement improved controls, as needed.
",no,yes,," Based on the provided sentence, it is discussing scope 3 emissions, specifically in the context of suppliers"
"The unique Product Identifiers developed for serialization will enable the tracking and tracing of product movement through the supply chain, from the manufacturing site to patient dispensation (including Government Systems and Trading Partners) and allows authorized trading partners today to verify the authenticity of our medicines with a simple scan.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to supply chain management and product tracking"
"Our responsibility to respect human rights extends throughout our operations from lab to patient, including our diverse global supply chain of numerous local and global third party vendors.
",no,yes,," Based on the given sentence, it is discussing Scope 3 emissions as it mentions ""d"
"GHG emissions from the generation of purchased electricity consumed by the company.
",no,yes,," The sentence is discussing Scope 3 emissions, specifically under the category ""Fuel and energy-"
"Biosimilars and generics are excluded from all analyses, as are product enhancements (supplemental indications, major new formulations, etc.).
",no,yes,," Based on the context provided in the sentence, it appears that the discussion is about Scope 3"
"Co Marketing agreements Products that were co marketed with other companies are included in the products listing.
",no,yes,," Yes, this sentence is discussing Scope 3 emissions. Specifically, it mentions ""products"
"This results in certain products being listed that are not actively marketed.
",no,yes,," Based on the given context, it appears that the sentence is discussing the processing of sold products as a"
"Pfizer novel drug approval counts include co developed or acquired assets which may not be listed as distinctly Pfizer assets among FDA data.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to Scope 3 emissions,"
"Numbers are estimates and in some cases use global volume, daily dosage and number of treatment days to facilitate calculations.
",no,yes,," Based on the given sentence, it appears that the discussion is about Scope 3 emissions as the"
"Patient Assistance Programs, ex U.S. access affordability programs, product donations and Global Commercial Access Partnerships (this does not include An Accord for a Healthier World).
",no,yes,," Based on the information provided in the sentence, it appears that the discussion is about scope 3 emissions"
"The product sales utilized in the analysis represent 88% of the total U.S. portfolio in 2022 and exclude our alliance products and contract manufacturing operations.
",no,yes,," Based on the provided sentence, it appears that the discussion is focused on ""product sales"" which falls"
"In 2022, Pfizer contributed 7 million of the Fund’s 54 million investment to three early stage drug development companies aligned with this focus: Ventorex Pharmaceuticals Inc., Adaptive Phage Therapeutics, Inc., and BioVersys AG.
",no,yes,," Based on the provided information, Pfizer's contribution to the investments of three early stage drug development"
"The world shifts towards a more sustainable path, emphasizing more inclusive development, driven by an increasing commitment to achieving development goals.
",no,yes,, I'm unable to determine if the sentence is discussing Scope 3 emissions based on the given
"Network for Greening the Financial System, June 2021, p. 21.
",no,yes,," Based on the context provided in your question, it appears that the text is discussing Scope 3"
"A growing need to decarbonize and reach Net Zero to meet both internal Net Zero targets and external stakeholder pressure will require large investment to decarbonize capital assets.
",no,yes,," Based on the provided sentence, it is discussing Scope 3 emissions related to ""Capital goods"
"This could include replacing production equipment with equipment that is newer and more efficient, runs on renewables or alternative fuel sources, or is electrically powered.
",no,yes,," Based on the given sentence, it appears to be discussing Scope 3 emissions related to ""up"
"An increasing number of national healthcare systems and countries have announced targets to become Net Zero by future dates, e.g., NHS England 2050 Net Zero target which may impose additional requirements of their suppliers and a preference for low carbon goods.
",no,yes,," Based on the given context, it appears that the sentence is discussing scope 3 emissions, specifically in"
"How quickly our suppliers can decarbonize given that.
",no,yes,," Yes, the sentence is discussing Scope 3 emissions as it mentions ""suppliers"" which"
"Operational emissions reductions To achieve our public goals for GHG emission reductions, Pfizer has implemented numerous efficiency improvements to our operations.
",no,yes,," Based on the provided sentence, Pfizer is discussing operational emissions reductions which falls under Scope "
"We look for opportunities to design environmental sustainability attributes into new facility or renovation projects, replace equipment at end of life with energy efficient alternates, and invest in no low carbon technologies at our sites and in programs that enable sourcing of clean energy from renewable sources (for example, our North American solar virtual power purchase agreement is described on page 23 of our ESG report).
",no,yes,," Based on the provided sentence, it appears that the discussion is about scope 3 emissions related to investments"
"Through scientific innovation we aim to design more efficient processes that can reduce the environmental impact of our medicines throughout the product life cycle.
",no,yes,," Based on the provided sentence, it appears that the discussion is related to reducing the environmental impact of medic"
